Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20150324;20;23000;22846,325
20150324;21;22200;22052,9
20150324;22;20800;20331,725
20150324;23;19100;18598,7
20150324;24;17700;17291,475
20150325;1;16450;16289,625
20150325;2;15850;15894,55
20150325;3;15500;15572,775
20150325;4;15600;15762,2
20150325;5;16000;15991,025
20150325;6;16650;16209,875
20150325;7;19550;18508,775
20150325;8;20850;20368,2
20150325;9;21450;21156,675
20150325;10;21400;21166,025
20150325;11;21350;21034,675
20150325;12;21400;21201,9
20150325;13;21450;21352,575
20150325;14;21450;21048,5
20150325;15;21000;20574,05
20150325;16;20550;20279,025
20150325;17;20300;20055,25
20150325;18;20850;20287,55
20150325;19;22700;21870,025
20150325;20;22750;22471,5
20150325;21;21950;21696,45
20150325;22;20550;20018,725
20150325;23;18800;18294,4
20150325;24;17400;17057,325
20150326;1;16500;16065,3
20150326;2;15900;15718,875
20150326;3;15600;15429,85
20150326;4;15700;15517,025
20150326;5;16100;15708,525
20150326;6;16500;15959,775
20150326;7;19600;18413,85
20150326;8;20900;20158,9
20150326;9;21500;20933,625
20150326;10;21500;21071,975
20150326;11;21400;21125,725
20150326;12;21500;21406,05
20150326;13;21600;21528,15
20150326;14;21600;21486,975
20150326;15;21200;21174,35
20150326;16;20800;20932,475
20150326;17;20600;20692,425
20150326;18;21100;20987
20150326;19;23100;22363,1
20150326;20;23100;22730,525
20150326;21;22300;21924,3
20150326;22;20800;20102,45
20150326;23;19000;18454,075
20150326;24;17500;17106
20150327;1;16400;16189,95
20150327;2;15900;15637,1
20150327;3;15600;15414,975
20150327;4;15800;15451,875
20150327;5;16100;15742,35
20150327;6;16700;15988,525
20150327;7;19600;18292,525
20150327;8;20900;20125,15
20150327;9;21500;21090,275
20150327;10;21500;21348,85
20150327;11;21600;21289,575
20150327;12;21700;21678,3
20150327;13;21800;21808,15
20150327;14;21800;21781,925
20150327;15;21400;21578,05
20150327;16;20800;21212,3
20150327;17;20600;20963,175
20150327;18;21200;21053,175
20150327;19;22800;22149,2
20150327;20;22800;22592,925
20150327;21;22000;21601,6
20150327;22;20600;20070,825
20150327;23;18800;18544,825
20150327;24;17400;17292,9
20150328;1;16300;16330,675
20150328;2;15600;15534,85
20150328;3;15200;15245,3
20150328;4;15100;15204,225
20150328;5;15100;15258,9
20150328;6;14800;14771,925
20150328;7;16300;15955,4
20150328;8;17800;17477,1
20150328;9;18800;18606,375
20150328;10;19200;19268,25
20150328;11;19500;19528,65
20150328;12;19500;19650,9
20150328;13;19500;19545,75
20150328;14;19300;19418,525
20150328;15;18700;18823,625
20150328;16;18200;18506,325
20150328;17;18100;18363,8
20150328;18;18700;18506,4
20150328;19;20100;19818,025
20150328;20;20100;20339,2
20150328;21;19500;19436,85
20150328;22;18200;18220,35
20150328;23;17000;16924,95
20150328;24;15700;15660,175
20150329;1;14600;14714,125
20150329;2;13600;14148,775
20150329;3;13400;13776,575
20150329;4;13500;13807,075
20150329;5;13500;13825,5
20150329;6;13700;13672,425
20150329;7;14700;14300,825
20150329;8;15700;15157,425
20150329;9;16700;16004,625
20150329;10;17000;16718,825
20150329;11;17100;16833,525
20150329;12;17100;16883,75
20150329;13;17000;17016,85
20150329;14;16500;16732,65
20150329;15;16200;16328,75
20150329;16;16000;16150,575
20150329;17;16000;16341,65
20150329;18;17000;16903,925
20150329;19;19000;18415,3
20150329;20;18400;18576,425
20150329;21;17500;17730,3
20150329;22;16500;16786,1
20150329;23;15400;15720,95
20150329;24;15350;15700,11
20150330;1;14300;14644,475
20150330;2;13800;14246,2
20150330;3;13550;13996,925
20150330;4;13700;14040,8
20150330;5;14200;14440,2
20150330;6;15650;15346,225
20150330;7;18450;17914,8
20150330;8;20150;20069,275
20150330;9;20950;21249,425
20150330;10;21100;21589,875
20150330;11;21250;21673,85
20150330;12;21450;21931,75
20150330;13;21550;21865,125
20150330;14;21600;21796,9
20150330;15;21050;21506,925
20150330;16;20550;21216,675
20150330;17;20100;20718,6
20150330;18;20000;20542,1
20150330;19;20750;20660,3
20150330;20;22500;22162,55
20150330;21;22200;22404,45
20150330;22;20400;20887,175
20150330;23;18800;19188,55
20150330;24;17300;17785,225
20150331;1;16400;16503,075
20150331;2;15750;16007,125
20150331;3;15450;15597,625
20150331;4;15550;15553,825
20150331;5;15950;15910,875
20150331;6;16750;16619,9
20150331;7;19300;18728,575
20150331;8;20800;20557,3
20150331;9;21500;21400
20150331;10;21600;21715,7
20150331;11;21650;21978,8
20150331;12;21700;22305,1
20150331;13;21800;22536,45
20150331;14;21850;22382,775
20150331;15;21500;22176,25
20150331;16;21000;21734,2
20150331;17;20650;21283
20150331;18;20500;20912,15
20150331;19;20950;20924,675
20150331;20;22700;22335,3
20150331;21;22400;22225,375
20150331;22;20800;20711,775
20150331;23;19200;19053,7
20150331;24;17600;17612,625
